"reaction_id","reaction_name","subsystem","gpr","has_gpr","has_swath_overlap"
"MAR04352","D-ribose-5-phosphate aldose-ketose-isomerase","Pentose phosphate pathway","ENSG00000153574",TRUE,TRUE
"MAR04354","D-Ribose 1,5-phosphomutase","Pentose phosphate pathway","ENSG00000169299",TRUE,TRUE
"MAR04398","2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)","Pentose phosphate pathway","ENSG00000023697",TRUE,FALSE
"MAR04404","D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase","Pentose phosphate pathway","ENSG00000007350 or ENSG00000151005 or ENSG00000163931",TRUE,TRUE
"MAR04473","6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)","Pentose phosphate pathway","ENSG00000142657",TRUE,TRUE
"MAR04474","Phosphogluconate dehydrogenase","Pentose phosphate pathway","ENSG00000142657",TRUE,TRUE
"MAR04476","ATP:D-gluconate 6-phosphotransferase","Pentose phosphate pathway","ENSG00000148057",TRUE,FALSE
"MAR04477","D-Ribulose-5-phosphate 3-epimerase","Pentose phosphate pathway","ENSG00000197713 or ENSG00000235376",TRUE,FALSE
"MAR04501","sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase","Pentose phosphate pathway","ENSG00000007350 or ENSG00000151005 or ENSG00000163931",TRUE,TRUE
"MAR04565","sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase","Pentose phosphate pathway","ENSG00000177156",TRUE,TRUE
"MAR04567","ATP:Sedoheptulose 7-phosphate 1-phosphotransferase","Pentose phosphate pathway","ENSG00000067057 or ENSG00000141959 or ENSG00000152556",TRUE,TRUE
"MAR09799","ATP:sedoheptulose 7-phosphate","Pentose phosphate pathway","ENSG00000197417",TRUE,FALSE
"MAR09800","ATP:sedoheptulose 1-phosphotransferase","Pentose phosphate pathway","ENSG00000138030",TRUE,FALSE
"MAR04623","6-Phospho-D-glucono-1,5-lactone lactonohydrolase","Pentose phosphate pathway","ENSG00000049239",TRUE,FALSE
"MAR04625","6-Phospho-D-glucono-1,5-lactone lactonohydrolase","Pentose phosphate pathway","ENSG00000130313",TRUE,TRUE
"MAR04710","2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase","Pentose phosphate pathway","ENSG00000169299",TRUE,TRUE
"MAR04841",NA,"Pentose phosphate pathway","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254",TRUE,TRUE
"MAR08074","ATP:2-deoxy-D-ribose 5-phosphotransferase","Pentose phosphate pathway","ENSG00000171174",TRUE,FALSE
"MAR08653","D-glucose-6-phosphate:NAD+ 1-oxidoreductase","Pentose phosphate pathway","ENSG00000049239 or ENSG00000130313",TRUE,TRUE
"MAR03998","ADP phosphohydrolase","Purine metabolism","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586",TRUE,FALSE
"MAR04000","ATP diphosphate-lyase (cyclizing","Purine metabolism","(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233",TRUE,FALSE
"MAR04002","ATP:AMP phosphotransferase","Purine metabolism","ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841",TRUE,TRUE
"MAR04004","ATP:AMP phosphotransferase","Purine metabolism","ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841",TRUE,TRUE
"MAR04010","adenosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04081","adenosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04082","adenosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04012","ATP:adenosine 5'-phosphotransferase","Purine metabolism","ENSG00000156110 or ENSG00000156136",TRUE,TRUE
"MAR04014","adenosine 3',5'-phosphate 5'-nucleotidohydrolase","Purine metabolism","ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268",TRUE,FALSE
"MAR04020","ATP:GMP phosphotransferase","Purine metabolism","ENSG00000143774",TRUE,FALSE
"MAR04022","GTP diphosphate-lyase (cyclizing","Purine metabolism","(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233",TRUE,FALSE
"MAR04038","IMP 1,2-hydrolase (decyclizing)","Purine metabolism","ENSG00000138363",TRUE,TRUE
"MAR04040","IMP:NAD+ oxidoreductase","Purine metabolism","ENSG00000106348 or ENSG00000178035",TRUE,TRUE
"MAR04042","IMP:L-aspartate ligase (GDP-forming)","Purine metabolism","ENSG00000035687 or ENSG00000185100",TRUE,FALSE
"MAR04046","Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)","Purine metabolism","ENSG00000163655",TRUE,TRUE
"MAR04048","Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase","Purine metabolism","ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268",TRUE,FALSE
"MAR04080","AMP aminohydrolase","Purine metabolism","ENSG00000116337 or ENSG00000116748 or ENSG00000133805",TRUE,FALSE
"MAR04085","AMP:diphosphate phospho-D-ribosyltransferase","Purine metabolism","ENSG00000198931",TRUE,TRUE
"MAR04086","AMP:diphosphate phospho-D-ribosyltransferase","Purine metabolism","ENSG00000198931",TRUE,TRUE
"MAR04134","GDP phosphohydrolase","Purine metabolism","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586",TRUE,FALSE
"MAR04135","ATP:GMP phosphotransferase","Purine metabolism","ENSG00000143774",TRUE,FALSE
"MAR04168","GTP diphosphohydrolase (diphosphate-forming)","Purine metabolism","ENSG00000125877",TRUE,TRUE
"MAR04171","GTP:pyruvate 2-O-phosphotransferase","Purine metabolism","ENSG00000067225 or ENSG00000143627",TRUE,TRUE
"MAR04290","ITP phosphohydrolase","Purine metabolism","ENSG00000138185 or ENSG00000168032 or ENSG00000188833",TRUE,FALSE
"MAR04406","5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)","Purine metabolism","ENSG00000128059",TRUE,TRUE
"MAR04412","N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)","Purine metabolism","ENSG00000100354 or ENSG00000239900",TRUE,TRUE
"MAR04417","inosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04418","IMP:diphosphate phospho-D-ribosyltransferase","Purine metabolism","ENSG00000165704",TRUE,TRUE
"MAR04419","inosine-5'-phosphate:NADP+ oxidoreductase (aminating)","Purine metabolism","ENSG00000100938 or ENSG00000137198",TRUE,TRUE
"MAR04421","dATP:pyruvate 2-O-phosphotransferase","Purine metabolism","ENSG00000067225 or ENSG00000143627",TRUE,TRUE
"MAR04449","guanosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04450","guanosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04451","ATP:guanosine 5'-phosphotransferase","Purine metabolism",NA,FALSE,FALSE
"MAR04452","GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase","Purine metabolism","ENSG00000165704",TRUE,TRUE
"MAR04453","Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)","Purine metabolism","ENSG00000163655",TRUE,TRUE
"MAR04480","ATP:dAMP phosphotransferase","Purine metabolism","ENSG00000004455 or ENSG00000072778 or ENSG00000085231 or ENSG00000087008 or ENSG00000106992 or ENSG00000117054 or ENSG00000140057 or ENSG00000147853 or ENSG00000151498 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000177646",TRUE,TRUE
"MAR04481","Adenosine aminohydrolase","Purine metabolism","ENSG00000093072 or ENSG00000196839",TRUE,TRUE
"MAR04482","Adenosine aminohydrolase","Purine metabolism","ENSG00000093072 or ENSG00000196839",TRUE,TRUE
"MAR04486","ITP:D-glucose 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04487","dATP:D-glucose 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04488","ITP:D-fructose 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04489","dATP:D-fructose 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04492","ITP:D-mannose 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04493","dATP:D-mannose 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04495","ITP:D-glucosamine 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04496","dATP:D-glucosamine 6-phosphotransferase","Purine metabolism","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883",TRUE,TRUE
"MAR04518","Guanine aminohydrolase","Purine metabolism","ENSG00000119125",TRUE,TRUE
"MAR04519","hypoxanthine:NAD+ oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR04520","Hypoxanthine:oxygen oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR04573","dGTP:pyruvate 2-O-phosphotransferase","Purine metabolism","ENSG00000067225 or ENSG00000143627",TRUE,TRUE
"MAR04574","inosine:phosphate alpha-D-ribosyltransferase","Purine metabolism","ENSG00000198805",TRUE,TRUE
"MAR04600","ATP:deoxyguanosine 5'-phosphotransferase","Purine metabolism","ENSG00000114956",TRUE,FALSE
"MAR04602","2'-deoxyguanosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04603","Deoxyguanosine:orthophosphate ribosyltransferase","Purine metabolism","ENSG00000198805",TRUE,TRUE
"MAR04611","2'-deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04612","2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04614","2'-deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04615","2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04617","2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04618","2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04619","2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04621","2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase","Purine metabolism","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)",TRUE,TRUE
"MAR04632","2'-deoxyadenosine 5'-monophosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04646","xanthine:NAD+ oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR04648","xanthine:NAD+ oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR04649","Xanthine:oxygen oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR04650","Xanthine:oxygen oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR04651","guanosine:phosphate alpha-D-ribosyltransferase","Purine metabolism","ENSG00000198805",TRUE,TRUE
"MAR04663","xanthosine:orthophosphate ribosyltransferase","Purine metabolism","ENSG00000198805",TRUE,TRUE
"MAR04664","XMP:pyrophosphate phosphoribosyltransferase","Purine metabolism","ENSG00000165704",TRUE,TRUE
"MAR04694","deoxyadenosine aminohydrolase","Purine metabolism","ENSG00000093072 or ENSG00000196839",TRUE,TRUE
"MAR04695","Deoxyadenosine:orthophosphate ribosyltransferase","Purine metabolism","ENSG00000198805",TRUE,TRUE
"MAR04705","xanthosine 5'-phosphate phosphohydrolase","Purine metabolism","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309",TRUE,TRUE
"MAR04709","Deoxyinosine:orthophosphate ribosyltransferase","Purine metabolism","ENSG00000198805",TRUE,TRUE
"MAR04799","5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)","Purine metabolism","ENSG00000159131",TRUE,TRUE
"MAR04802","2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)","Purine metabolism","ENSG00000159131",TRUE,TRUE
"MAR04804","1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase","Purine metabolism","ENSG00000128050",TRUE,TRUE
"MAR04808","5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)","Purine metabolism","ENSG00000178921",TRUE,TRUE
"MAR04810","1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)","Purine metabolism","ENSG00000128050",TRUE,TRUE
"MAR04812","1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase","Purine metabolism","ENSG00000100354 or ENSG00000239900",TRUE,TRUE
"MAR04814","10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase","Purine metabolism","ENSG00000138363",TRUE,TRUE
"MAR05301","GTP:uridine 5'-phosphotransferase","Purine metabolism","ENSG00000130717 or ENSG00000143179 or ENSG00000198276",TRUE,TRUE
"MAR05353","ATP:dGMP phosphotransferase","Purine metabolism","ENSG00000143774",TRUE,FALSE
"MAR06601","Allantoate amidinohydrolase","Purine metabolism","ENSG00000151360",TRUE,FALSE
"MAR06602",NA,"Purine metabolism","ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000167419",TRUE,TRUE
"MAR06603",NA,"Purine metabolism","ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000167419",TRUE,TRUE
"MAR06605",NA,"Purine metabolism",NA,FALSE,FALSE
"MAR06606",NA,"Purine metabolism",NA,FALSE,FALSE
"MAR06607",NA,"Purine metabolism",NA,FALSE,FALSE
"MAR06609","(S)-allantoin amidohydrolase","Purine metabolism",NA,FALSE,FALSE
"MAR06610",NA,"Purine metabolism",NA,FALSE,FALSE
"MAR06611","urate:oxygen oxidoreductase","Purine metabolism",NA,FALSE,FALSE
"MAR07144","ADP-ribose ribophosphohydrolase","Purine metabolism","ENSG00000165609 or ENSG00000170222 or ENSG00000170502",TRUE,TRUE
"MAR08755","Hypoxanthine:oxygen oxidoreductase","Purine metabolism","ENSG00000158125",TRUE,FALSE
"MAR09797","Adenine aminohydrolase","Purine metabolism",NA,FALSE,FALSE
"MAR04016","ATP:GDP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04018","ATP:GDP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04044","ATP:dADP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04291","ATP:IDP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04420","ATP:dADP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04570","ATP:dGDP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04572","ATP:dGDP phosphotransferase","Purine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04006","ATP:UDP phosphotransferase","Pyrimidine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04028","ATP:CDP phosphotransferase","Pyrimidine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04030","ATP:CDP phosphotransferase","Pyrimidine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04670","ATP:dCDP phosphotransferase","Pyrimidine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
"MAR04673","ATP:dUDP phosphotransferase","Pyrimidine metabolism","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678",TRUE,TRUE
