reaction_id,subsystem,W_R,n_genes
MAR08626,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR08628,"Alanine, aspartate and glutamate metabolism",1.4186915787059438,2
MAR03806,Arginine and proline metabolism,1.1,1
MAR03807,Arginine and proline metabolism,1.1,1
MAR03809,Arginine and proline metabolism,1.1,1
MAR03816,Arginine and proline metabolism,1.1,1
MAR03819,Arginine and proline metabolism,1.1,1
MAR03820,Arginine and proline metabolism,1.1,1
MAR03832,Arginine and proline metabolism,1.1,0
MAR03833,Arginine and proline metabolism,1.1,2
MAR03835,Arginine and proline metabolism,1.1,2
MAR03837,Arginine and proline metabolism,1.1,2
MAR03895,Arginine and proline metabolism,1.1,1
MAR03897,Arginine and proline metabolism,1.1,1
MAR03956,Arginine and proline metabolism,1.1,2
MAR03993,Arginine and proline metabolism,1.1,3
MAR04073,Arginine and proline metabolism,1.1,1
MAR04075,Arginine and proline metabolism,1.1,1
MAR04077,Arginine and proline metabolism,1.1,2
MAR04190,Arginine and proline metabolism,1.1,3
MAR04191,Arginine and proline metabolism,1.1,1
MAR04212,Arginine and proline metabolism,1.1,1
MAR04422,Arginine and proline metabolism,1.1,1
MAR04423,Arginine and proline metabolism,2.013439196498511,3
MAR04424,Arginine and proline metabolism,1.1,1
MAR04583,Arginine and proline metabolism,1.8670540639559556,1
MAR04605,Arginine and proline metabolism,4.517693525858667,5
MAR04606,Histidine metabolism,0.6499566309538847,1
MAR04607,Histidine metabolism,1.6946586116237805,2
MAR04776,Arginine and proline metabolism,2.9108015594303214,3
MAR04777,Arginine and proline metabolism,2.9108015594303214,3
MAR04778,Arginine and proline metabolism,1.1,3
MAR04779,Arginine and proline metabolism,1.1,3
MAR04780,Arginine and proline metabolism,1.1,3
MAR04781,Arginine and proline metabolism,1.1,3
MAR04784,Arginine and proline metabolism,1.1,1
MAR04785,Arginine and proline metabolism,1.1,1
MAR04786,Arginine and proline metabolism,1.1,2
MAR04787,Arginine and proline metabolism,1.1,1
MAR05384,Arginine and proline metabolism,1.1,1
MAR06929,Arginine and proline metabolism,0.2879857083625607,2
MAR06930,Arginine and proline metabolism,0.2879857083625607,2
MAR06931,Arginine and proline metabolism,2.013439196498511,3
MAR06932,Arginine and proline metabolism,2.013439196498511,3
MAR06933,Arginine and proline metabolism,2.013439196498511,3
MAR06934,Arginine and proline metabolism,2.013439196498511,3
MAR06935,Arginine and proline metabolism,2.013439196498511,3
MAR06936,Arginine and proline metabolism,2.013439196498511,3
MAR06938,Arginine and proline metabolism,0.2879857083625607,2
MAR06939,Arginine and proline metabolism,0.2879857083625607,2
MAR06940,Arginine and proline metabolism,1.1,0
MAR06941,Arginine and proline metabolism,2.013439196498511,3
MAR06942,Arginine and proline metabolism,2.013439196498511,3
MAR06943,Arginine and proline metabolism,2.013439196498511,3
MAR06944,Arginine and proline metabolism,2.013439196498511,3
MAR06945,Arginine and proline metabolism,2.013439196498511,3
MAR06946,Arginine and proline metabolism,2.013439196498511,3
MAR06947,Arginine and proline metabolism,2.013439196498511,3
MAR06948,Arginine and proline metabolism,2.013439196498511,3
MAR06949,Arginine and proline metabolism,2.013439196498511,3
MAR06950,Arginine and proline metabolism,2.013439196498511,3
MAR06951,Arginine and proline metabolism,2.013439196498511,3
MAR06952,Arginine and proline metabolism,2.013439196498511,3
MAR06953,Arginine and proline metabolism,1.1,3
MAR06954,Arginine and proline metabolism,1.1,3
MAR06955,Arginine and proline metabolism,1.1,0
MAR06956,Arginine and proline metabolism,1.1,0
MAR06957,Arginine and proline metabolism,1.1,0
MAR06958,Arginine and proline metabolism,2.3928893923546237,2
MAR06959,Arginine and proline metabolism,2.3928893923546237,2
MAR06960,Arginine and proline metabolism,1.1,0
MAR06961,Arginine and proline metabolism,2.3928893923546237,2
MAR06962,Arginine and proline metabolism,2.3928893923546237,2
MAR06963,Arginine and proline metabolism,2.3928893923546237,2
MAR06964,Arginine and proline metabolism,2.3928893923546237,2
MAR06965,Arginine and proline metabolism,1.1,1
MAR06966,Arginine and proline metabolism,1.1,1
MAR06967,Arginine and proline metabolism,1.1,1
MAR06973,Arginine and proline metabolism,1.1,3
MAR08096,Arginine and proline metabolism,1.1,1
MAR08097,Arginine and proline metabolism,1.1,1
MAR08098,Arginine and proline metabolism,1.1,1
MAR08416,Arginine and proline metabolism,1.1,1
MAR08425,Arginine and proline metabolism,1.1,1
MAR08426,Arginine and proline metabolism,1.1,1
MAR08427,Arginine and proline metabolism,1.3424477492437317,5
MAR08431,Arginine and proline metabolism,1.1,0
MAR08432,Arginine and proline metabolism,1.1,1
MAR08603,Arginine and proline metabolism,0.2879857083625607,2
MAR08604,Arginine and proline metabolism,1.6480635178991068,5
MAR08605,Arginine and proline metabolism,4.517693525858667,5
MAR08606,Arginine and proline metabolism,1.7850793973738834,2
MAR08607,Arginine and proline metabolism,1.1,0
MAR08608,Arginine and proline metabolism,1.1,1
MAR08609,Arginine and proline metabolism,1.1,2
MAR08610,Arginine and proline metabolism,1.1,1
MAR08611,Arginine and proline metabolism,1.1,2
MAR04285,"Alanine, aspartate and glutamate metabolism",1.1,1
MAR00457,"Glycine, serine and threonine metabolism",1.0306269953333596,1
MAR00460,"Glycine, serine and threonine metabolism",1.0306269953333596,1
MAR03750,"Glycine, serine and threonine metabolism",1.934762607377198,3
MAR03752,"Glycine, serine and threonine metabolism",1.8121485826836659,2
MAR03770,"Glycine, serine and threonine metabolism",1.6442807757983928,2
MAR03771,"Glycine, serine and threonine metabolism",1.934762607377198,3
MAR03772,"Glycine, serine and threonine metabolism",1.934762607377198,3
MAR03782,"Glycine, serine and threonine metabolism",1.934762607377198,3
MAR03784,"Glycine, serine and threonine metabolism",1.8121485826836659,2
MAR03794,"Glycine, serine and threonine metabolism",1.1,1
MAR03839,"Glycine, serine and threonine metabolism",1.1,2
MAR03841,"Glycine, serine and threonine metabolism",1.1,1
MAR03843,"Glycine, serine and threonine metabolism",1.7517969007997398,2
MAR03845,"Glycine, serine and threonine metabolism",1.1,1
MAR03847,"Glycine, serine and threonine metabolism",1.1354672709588705,1
MAR03849,"Glycine, serine and threonine metabolism",1.2907345154372891,2
MAR03852,"Glycine, serine and threonine metabolism",0.8534138586161661,1
MAR03856,"Glycine, serine and threonine metabolism",1.2510013811257186,1
MAR03860,"Glycine, serine and threonine metabolism",1.1,0
MAR03883,"Glycine, serine and threonine metabolism",1.1,3
MAR03901,"Glycine, serine and threonine metabolism",1.1,1
MAR03939,"Glycine, serine and threonine metabolism",2.1573861544765918,3
MAR03974,"Glycine, serine and threonine metabolism",1.1,3
MAR04198,"Glycine, serine and threonine metabolism",1.1,1
MAR04199,"Glycine, serine and threonine metabolism",1.1,1
MAR04200,"Glycine, serine and threonine metabolism",1.1,3
MAR04284,"Glycine, serine and threonine metabolism",1.1,0
MAR04348,"Glycine, serine and threonine metabolism",0.9243648688639786,2
MAR04466,"Glycine, serine and threonine metabolism",0.9756238336900911,1
MAR04467,"Glycine, serine and threonine metabolism",1.1,1
MAR04582,"Glycine, serine and threonine metabolism",1.6447992202996158,1
MAR04584,"Glycine, serine and threonine metabolism",1.3424477492437317,5
MAR04696,"Glycine, serine and threonine metabolism",1.1,1
MAR04697,"Glycine, serine and threonine metabolism",1.91261508360946,1
MAR04698,"Glycine, serine and threonine metabolism",1.91261508360946,1
MAR04699,"Glycine, serine and threonine metabolism",1.1,2
MAR04700,"Glycine, serine and threonine metabolism",2.599483991000585,2
MAR04742,"Glycine, serine and threonine metabolism",2.1573861544765918,3
MAR04788,"Glycine, serine and threonine metabolism",1.1,2
MAR04789,"Glycine, serine and threonine metabolism",1.1,1
MAR04791,"Glycine, serine and threonine metabolism",1.1,1
MAR04792,"Glycine, serine and threonine metabolism",1.1,1
MAR04937,"Glycine, serine and threonine metabolism",1.933428925772067,6
MAR05392,"Glycine, serine and threonine metabolism",1.7445462760916715,1
MAR05393,"Glycine, serine and threonine metabolism",1.1,1
MAR06409,"Glycine, serine and threonine metabolism",0.9400197257488381,1
MAR07702,"Glycine, serine and threonine metabolism",1.2510013811257186,1
MAR07703,"Glycine, serine and threonine metabolism",1.272654272873293,2
MAR08433,"Glycine, serine and threonine metabolism",0.8064829166826296,2
MAR08434,"Glycine, serine and threonine metabolism",0.45469551793523444,2
MAR08439,"Glycine, serine and threonine metabolism",2.599483991000585,1
MAR08440,"Glycine, serine and threonine metabolism",1.91261508360946,1
MAR08441,"Glycine, serine and threonine metabolism",1.1,1
MAR08442,"Glycine, serine and threonine metabolism",1.1,0
MAR09718,"Glycine, serine and threonine metabolism",1.1,0
MAR09486,"Glycine, serine and threonine metabolism",1.1,1
MAR04426,Histidine metabolism,1.1,6
MAR04428,Histidine metabolism,3.462057573339522,2
MAR04429,Histidine metabolism,0.6150339029048325,1
MAR04430,Histidine metabolism,1.6480635178991068,5
MAR04431,Histidine metabolism,1.1,4
MAR04437,Histidine metabolism,1.1,1
MAR04658,Histidine metabolism,1.1,1
MAR04660,Histidine metabolism,1.1,1
MAR04712,Histidine metabolism,1.1,1
MAR05336,Histidine metabolism,1.9256882241809168,14
MAR05337,Histidine metabolism,1.1,5
MAR05338,Histidine metabolism,1.1509453662967597,7
MAR05339,Histidine metabolism,1.9256882241809168,14
MAR05340,Histidine metabolism,1.9256882241809168,14
MAR08783,Histidine metabolism,2.013439196498511,3
MAR08784,Histidine metabolism,4.517693525858667,5
MAR08786,Histidine metabolism,5.372116907323334,3
MAR04241,Lysine metabolism,1.5039579420156206,26
MAR04288,Lysine metabolism,0.90836319187393,1
MAR04596,Lysine metabolism,1.1,1
MAR04597,Lysine metabolism,1.1,1
MAR04599,Lysine metabolism,1.4092906450702976,3
MAR04667,Lysine metabolism,1.452685210421357,2
MAR04668,Lysine metabolism,0.90836319187393,1
MAR04737,Lysine metabolism,1.91261508360946,1
MAR04739,Lysine metabolism,1.91261508360946,1
MAR04740,Lysine metabolism,1.1,0
MAR06415,Lysine metabolism,1.6916012199886725,1
MAR06974,Lysine metabolism,1.1,0
MAR06975,Lysine metabolism,1.5102697848596147,24
MAR06976,Lysine metabolism,1.5102697848596147,24
MAR06977,Lysine metabolism,1.5102697848596147,24
MAR06978,Lysine metabolism,1.1,5
MAR06979,Lysine metabolism,1.432656120585767,1
MAR06980,Lysine metabolism,1.1,1
MAR06981,Lysine metabolism,0.7505011877491494,1
MAR06982,Lysine metabolism,1.1,1
MAR06983,Lysine metabolism,1.1,3
MAR06984,Lysine metabolism,1.1,3
MAR06985,Lysine metabolism,1.1,1
MAR08017,Lysine metabolism,1.1,0
MAR08018,Lysine metabolism,1.1,0
MAR08019,Lysine metabolism,1.1,0
MAR08021,Lysine metabolism,1.4814690308745782,1
MAR08025,Lysine metabolism,1.49385899346523,25
MAR08026,Lysine metabolism,1.49385899346523,25
MAR08027,Lysine metabolism,1.49385899346523,25
MAR08029,Lysine metabolism,1.1,5
MAR03164,Tryptophan metabolism,1.8351170880417969,1
MAR03166,Tryptophan metabolism,1.3318570618604553,3
MAR03885,Tryptophan metabolism,0.8993885206723214,1
MAR04250,Tryptophan metabolism,1.1,0
MAR08091,Tryptophan metabolism,1.1,1
MAR08092,Tryptophan metabolism,1.1,2
MAR08563,Tryptophan metabolism,5.372116907323334,3
MAR08566,Tryptophan metabolism,1.1,4
MAR03935,Tyrosine metabolism,2.1957813506374078,1
MAR04681,Tyrosine metabolism,1.1,1
MAR04682,Tyrosine metabolism,1.6480635178991068,5
MAR04683,Tyrosine metabolism,1.1,4
MAR04685,Tyrosine metabolism,1.1,4
MAR04686,Tyrosine metabolism,1.1,4
MAR04687,Tyrosine metabolism,1.1,4
MAR04702,Tyrosine metabolism,1.1,0
MAR04703,Tyrosine metabolism,2.333536739703893,1
MAR04704,Tyrosine metabolism,2.333536739703893,1
MAR06988,Tyrosine metabolism,1.1,1
MAR07689,Tyrosine metabolism,1.1,4
MAR07701,Tyrosine metabolism,1.1,2
MAR08094,Tyrosine metabolism,1.1,1
MAR08529,Tyrosine metabolism,2.013439196498511,3
MAR08530,Tyrosine metabolism,3.0630226664180595,8
MAR08533,Tyrosine metabolism,1.1,1
MAR08534,Tyrosine metabolism,1.1,4
MAR08535,Tyrosine metabolism,1.1,4
MAR08537,Tyrosine metabolism,1.1,1
MAR08541,Tyrosine metabolism,1.1,1
MAR08542,Tyrosine metabolism,1.1,1
MAR08543,Tyrosine metabolism,1.1,1
MAR08544,Tyrosine metabolism,1.1,1
MAR08630,Tyrosine metabolism,1.1,1
MAR08540,Tyrosine metabolism,1.1,0
MAR03206,"Valine, leucine, and isoleucine metabolism",1.2253390278145715,3
MAR03208,"Valine, leucine, and isoleucine metabolism",2.7065340651381344,2
MAR03213,"Valine, leucine, and isoleucine metabolism",1.4584115093161691,1
MAR03215,"Valine, leucine, and isoleucine metabolism",0.5979262879980174,1
MAR03747,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR03744,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR03757,"Valine, leucine, and isoleucine metabolism",2.8369893809994395,3
MAR03761,"Valine, leucine, and isoleucine metabolism",1.0693324286246784,1
MAR03777,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR03778,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR03795,"Valine, leucine, and isoleucine metabolism",1.0693324286246784,1
MAR04797,"Valine, leucine, and isoleucine metabolism",4.517693525858667,5
MAR06417,"Valine, leucine, and isoleucine metabolism",1.846266573129229,1
MAR06419,"Valine, leucine, and isoleucine metabolism",1.1,3
MAR06420,"Valine, leucine, and isoleucine metabolism",1.846266573129229,1
MAR06421,"Valine, leucine, and isoleucine metabolism",1.1,3
MAR06422,"Valine, leucine, and isoleucine metabolism",1.846266573129229,1
MAR06923,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR03765,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR06924,"Valine, leucine, and isoleucine metabolism",1.1,3
MAR06925,"Valine, leucine, and isoleucine metabolism",1.6630227140031923,26
MAR06926,"Valine, leucine, and isoleucine metabolism",0.9898553467393508,2
MAR06927,"Valine, leucine, and isoleucine metabolism",0.9898553467393508,2
MAR08088,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR08787,"Valine, leucine, and isoleucine metabolism",1.1,1
MAR03743,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.934762607377198,3
MAR04214,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,3
MAR04216,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04218,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04219,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04220,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04222,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.4067414022917746,2
MAR04224,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04225,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04227,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04231,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR04232,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR04233,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR04235,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR04243,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.8162690954135968,1
MAR04244,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.3044942681945164,3
MAR04245,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR04246,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.3044942681945164,3
MAR04248,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06707,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06708,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06709,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06711,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.660006417452248,1
MAR06712,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06713,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.5567195982492557,3
MAR06714,"Phenylalanine, tyrosine and tryptophan biosynthesis",4.517693525858667,5
MAR06715,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06716,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06717,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06718,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06719,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06720,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06721,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06722,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06723,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.746859227998256,20
MAR06725,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,3
MAR06726,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06727,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0332491839690368,1
MAR06728,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06729,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06730,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06731,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06734,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06735,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06736,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06738,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06739,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06740,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06741,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.5121552615858702,1
MAR06742,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06743,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06744,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06745,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06746,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06747,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06748,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06749,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06750,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06751,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06752,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06753,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06754,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06755,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06756,"Phenylalanine, tyrosine and tryptophan biosynthesis",3.0630226664180595,8
MAR06757,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06758,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.6480635178991068,5
MAR06759,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06760,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06761,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06762,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06763,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06764,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,2
MAR06765,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
MAR06766,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06767,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,4
MAR06768,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,3
MAR06770,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06771,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0332491839690368,1
MAR06772,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06774,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06776,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06778,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,1
MAR06782,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.1,0
